-4,-6,-4,-2,-3,-2,-2,-2
-6,4,2,-7,-12,-6,-7,-12
17,1,-13,26,-8,8,24,42
-23,-28,0,1,10,-3,-5,-23
-9,0,-2,10,2,-7,-25,-36
3,6,7,-16,-3,-6,-5,2
-14,-6,3,-10,-10,-3,-10,-29
17,15,2,26,5,2,2,13
-17,-9,7,-22,-1,3,10,11
-1,-2,-8,8,-7,-4,-4,-5
4,2,-2,-12,1,-1,6,9
11,8,1,-6,-2,2,18,27
2,-9,-4,0,-4,1,-7,12
-1,13,-1,14,5,0,-8,-55
11,0,1,-1,2,-4,-6,-2
10,-15,5,-6,3,6,4,-26
-65,-33,-15,0,-4,-9,-14,-1
8,14,3,-6,-2,-2,0,18
-4,-5,-31,-12,0,-2,1,3
-5,10,6,10,-3,-3,-8,1
40,24,-1,1,-7,4,23,28
-27,-57,1,-3,2,3,4,-12
-8,16,10,16,0,-1,4,0
14,12,-11,-30,-5,-5,-33,-4
15,8,-1,-8,10,1,2,-12
-21,-3,1,22,3,-6,-12,-1
37,12,-7,-7,2,0,-1,6
-47,-3,-7,7,0,-2,15,11
5,22,-9,-23,-2,-6,-8,-22
8,2,-6,16,0,2,-7,10
-11,-12,12,-41,-9,-1,-5,-10
12,9,1,14,8,0,14,22
10,-11,3,11,1,2,6,5
4,0,-2,4,-3,4,22,13
3,-6,-9,-6,-5,-3,-16,3
3,-16,6,5,-10,-2,0,-44
20,14,-6,11,21,12,7,27
0,2,10,4,14,-3,-17,-1
20,9,-32,23,5,-4,-5,-11
-21,-22,11,-37,-17,-3,49,71
-46,-33,-6,-13,-19,-6,-42,-70
11,3,4,-21,-6,-2,-8,-1
-2,15,-6,-7,-4,-1,4,-9
3,-9,-5,50,23,11,57,100
-30,-42,3,7,-8,-13,-57,-85
-7,3,13,9,18,3,-12,17
-31,-11,-15,-29,-12,-5,6,30
37,-10,-8,-31,-23,-5,-38,-43
29,19,22,44,23,6,26,33
-15,-9,-11,-33,-21,-6,2,-4
-19,3,53,-42,-11,-5,-6,-14
30,-28,-53,-12,14,8,8,-9
-69,-73,-2,39,10,3,29,50
29,0,35,21,-23,-12,-26,-40
8,15,-4,-6,29,14,16,10
11,28,9,-22,-13,2,5,5
23,18,27,-10,-11,-6,-25,-27
-14,0,-20,-1,10,10,39,63
-17,-10,45,39,1,-13,-51,-70
-16,-10,16,-23,3,-9,-41,-33
14,27,-27,-3,-3,-1,19,28
0,-23,0,29,2,5,26,38
12,6,-10,-17,-5,4,11,-5
-18,7,5,3,-12,-10,-41,-43
14,11,-9,-14,-1,4,14,34
14,26,-9,-63,-36,-11,24,5
-4,-15,13,67,41,10,18,98
-9,13,30,-2,-58,-12,-38,-101
-5,-6,-24,10,41,9,-15,-27
27,-11,-18,-3,3,-17,-15,4
-5,-19,-54,-26,-4,1,7,25
21,53,34,-47,2,-4,-13,-5
-33,1,34,19,-38,3,30,44
20,40,-4,-51,7,15,64,-14
-5,13,2,88,50,6,-36,-24
29,27,-9,4,20,-1,-9,-3
37,50,13,-13,-11,-2,13,44
-57,-45,-1,-70,-48,-14,-7,-80
25,13,38,64,8,3,-18,-17
-14,2,-55,-58,8,5,19,46
-66,-34,56,7,7,-11,-17,-55
-2,19,-62,-6,-1,3,-9,26
25,22,43,-72,-40,-11,26,-7
-11,-8,-85,67,17,7,15,49
-2,-13,17,-48,-16,-13,-19,-59
21,-9,3,33,46,10,-38,-9
-58,-19,46,-77,-34,-11,-33,-80
-54,-15,-24,-16,-5,-15,12,18
64,51,-25,25,41,11,30,51
-21,-46,-16,75,37,13,-4,-7
34,-17,-30,-27,-26,-5,6,24
10,-13,35,9,-2,3,-2,41
-44,-5,-16,-40,-9,-10,-11,-58
7,18,4,14,-4,-6,-35,-13
30,7,-13,-5,-4,10,66,111
-40,-21,-2,-11,-24,-10,-21,-61
38,-30,-19,58,52,14,-22,-14
11,-3,34,-42,-14,-2,23,43
-54,-54,-76,-41,-24,-9,-6,-40
13,-25,3,39,8,1,-21,-8
-12,-6,20,57,14,19,25,23
-29,-20,9,-23,3,-15,-21,-10
-4,-29,8,48,16,-1,-34,-32
18,43,-13,-34,-1,0,7,-27
-2,7,-38,-50,-39,-9,8,36
41,10,70,4,-34,8,46,39
-64,3,-106,33,27,11,-36,-97
-12,-37,36,44,21,-8,-28,-9
17,-2,28,-23,-39,-5,-3,9
39,74,-10,-33,7,8,37,36
-6,-31,51,-29,-22,-11,-34,-15
10,3,-12,21,14,7,11,-18
-43,-7,-32,-41,-11,-25,-41,-14
24,-9,17,16,-13,-1,5,0
83,50,-36,-4,0,10,61,100
-89,-92,-23,-21,19,-6,-29,-70
80,75,8,32,-23,3,63,56
-81,-73,-39,-76,10,-18,-103,-87
-11,47,72,73,42,-2,-23,-28
21,55,-2,-90,-53,-2,48,69
47,61,-28,72,28,7,-8,-26
-89,-21,16,69,21,-7,-17,-14
-3,6,-88,-60,-22,-1,41,21
14,-12,35,68,-4,3,-28,-11
11,8,-51,-128,-15,4,13,8
28,38,-24,29,9,11,4,25
-5,-12,59,-45,-13,-21,-17,-45
4,66,40,105,39,18,42,44
-14,36,14,-108,-67,-15,-16,-24
68,-33,9,119,98,37,27,9
-50,6,-9,-66,-25,-22,-36,-55
22,20,0,19,-13,2,8,15
-46,-66,-72,19,6,-13,-15,-81
7,1,-11,-51,-16,-11,-1,36
26,0,16,27,-25,1,9,87
0,8,52,28,24,-4,-38,-99
9,-21,-13,8,0,13,50,84
-4,-10,-7,-78,-60,-11,-7,-64
16,53,39,95,88,22,-18,-23
-20,40,-27,-88,-46,-19,4,51
-31,-66,-27,-58,0,3,-7,-4
11,-19,-3,61,-22,-24,-38,-21
-17,-11,2,4,-18,-3,-3,-49
14,1,3,-11,24,10,24,-2
28,22,-5,33,0,2,-7,42
-20,36,-10,-18,-11,-12,-13,21
24,-16,0,0,-4,11,11,1
-58,-50,-11,42,-15,-17,-22,-62
10,20,27,-1,-21,-4,25,59
4,-44,24,44,27,17,39,-2
-52,29,-22,10,-3,-15,-25,-31
34,-6,-31,-128,-61,-2,11,65
14,9,6,73,53,9,-14,-54
-11,26,-11,-57,-25,-5,3,-4
2,-45,36,26,-2,19,84,97
-4,26,-16,-46,19,-7,-57,-91
-18,-19,20,9,-49,-22,-9,-19
-37,27,6,7,21,13,36,54
35,53,5,-80,-38,-7,-5,-5
26,27,27,-31,-13,-4,8,37
-19,-49,27,15,-12,7,26,-51
-7,64,-40,-68,-26,-12,-35,-19
8,-24,-15,-15,10,9,-6,17
52,9,35,67,41,25,77,106
-37,-21,20,28,-7,-10,-46,-94
41,13,11,-50,-22,-7,-5,61
2,17,-75,-14,-4,-7,-2,-58
