0,4,5,-12,5,1,0,-1
-3,-3,5,-4,-8,-1,-1,-3
-1,1,-2,-12,-4,-5,0,-3
-1,-5,-2,12,7,2,2,0
0,0,-5,-8,-6,-4,0,0
-1,-3,-5,-2,-3,-1,-2,0
-1,1,15,2,-4,-3,-1,-2
-2,-2,-39,-15,-3,-2,-3,-3
-2,-1,7,9,-1,-1,0,-1
1,1,4,13,5,1,0,-2
0,-1,-7,-31,-6,-4,-1,-2
-2,-1,9,18,0,-2,-4,-2
-2,0,2,-1,-1,-2,1,-2
-2,-2,-4,4,-1,-1,-2,1
-2,-4,2,27,-1,-3,-1,-1
-1,-2,-2,-60,-5,0,-2,-2
2,0,-4,4,-6,0,-1,-1
-2,-1,7,7,7,-1,-3,-1
1,2,-13,-1,-2,-2,-2,0
0,0,1,10,4,-1,0,-1
-2,-4,-10,-13,-11,-4,-1,-4
-5,-3,-1,-5,2,1,1,3
5,5,4,-2,2,-1,-2,-1
-4,-4,-6,6,1,0,-3,-2
-1,0,6,-4,2,-2,-4,-2
-1,1,-5,-1,-5,-2,4,2
-5,-2,-9,-16,-5,-2,-2,-1
1,-3,3,2,-2,0,0,-1
-1,-2,-2,8,2,-1,-4,-2
1,-1,-1,-4,-1,-1,-2,-2
-1,-4,0,0,9,2,-1,-1
-1,-1,0,-4,-3,-3,-1,-1
-1,-1,-10,7,1,0,0,-1
2,-1,-3,-31,-12,-1,-2,-4
-5,0,5,7,-4,0,3,1
0,-1,-1,14,6,0,0,0
-4,-5,-4,5,-1,-3,-2,0
0,6,-3,-17,-6,-2,-4,-4
1,-6,-9,-3,-10,-3,-4,-2
-4,-2,-3,-13,-2,-2,-1,-1
-2,3,5,14,1,-1,0,2
1,4,5,16,4,-1,-5,-9
19,5,-15,-24,-4,0,6,17
-34,-1,-6,11,6,-6,-11,-19
13,1,11,8,5,0,7,1
-3,-7,-12,4,-1,-3,-4,-6
-30,-16,9,2,5,2,2,4
3,3,12,25,-5,-1,0,1
5,6,10,-32,2,-3,-16,-2
0,-10,5,4,-1,-7,11,-6
8,9,5,15,2,5,-1,1
8,-4,5,-1,-6,5,11,7
-9,-11,0,3,-3,2,-2,-4
8,8,-5,6,-5,-2,-3,13
5,-15,7,-27,9,0,2,-13
-7,18,19,18,2,-1,-9,-11
26,12,-17,-3,1,2,7,2
-27,-33,-19,-13,-9,-12,-5,32
-10,-18,-8,9,-13,-16,-24,-52
10,15,-6,-23,4,3,-6,19
1,-5,3,1,2,2,12,-15
52,43,51,24,6,6,-5,9
-58,-40,23,-5,-16,-9,6,25
-13,-15,1,29,9,-8,6,-24
9,15,3,-85,-8,0,-33,16
-15,-21,50,46,4,-4,0,-3
30,35,-17,6,3,-14,-56,7
-8,-39,-23,-17,-14,3,29,-4
0,-4,-21,2,0,16,25,39
-14,-5,3,-1,2,-8,-6,-38
9,18,-38,-23,18,46,89,33
-1,-18,-25,-24,-7,-9,-62,-59
13,6,8,57,14,-7,-22,-7
-31,-1,-33,-20,-14,-10,-28,11
-3,-9,27,21,31,-11,-5,17
27,32,7,1,-9,4,37,39
-3,-51,-6,-38,-38,-8,20,1
-16,23,-12,-19,2,6,-33,-56
32,32,13,47,47,7,-4,18
0,-26,-31,-33,6,4,20,-10
11,1,61,41,28,-3,-32,-9
0,8,1,37,-16,-2,44,60
10,18,-13,-65,-23,-8,-34,-91
-75,-38,12,3,8,-3,-2,44
-20,-2,-11,13,-9,-7,12,-18
10,-28,-1,-23,14,16,17,-8
33,20,18,38,-13,1,33,81
9,15,18,-14,-47,-21,-24,-80
21,-40,-15,61,39,24,57,34
-24,22,-30,-18,3,-3,-30,-46
-23,-31,3,-12,-15,-15,-55,-38
16,28,-19,-48,-27,-8,14,39
-23,-19,1,-11,-5,-3,12,3
109,13,-34,17,18,8,-19,-18
-84,-18,4,-43,-21,-14,11,26
37,21,-5,36,27,17,20,21
12,62,11,-7,-13,-10,-28,-46
53,-78,-6,21,-19,10,66,45
-29,28,10,-29,-24,-12,-52,-64
71,46,32,24,12,7,31,31
-17,11,-49,-28,25,0,-46,-54
-22,16,15,-2,-15,-9,9,12
-23,-27,-4,-15,-5,-7,-11,-1
29,83,28,65,19,19,19,21
-56,-80,-27,-14,-19,-1,47,56
-92,-29,-4,-28,-19,-13,-23,-45
53,86,6,42,24,0,-29,-78
27,-17,-7,-43,5,-10,-34,11
-6,53,-20,33,-17,-6,-15,39
33,-39,-29,-75,-47,-15,37,106
-117,-125,0,32,26,10,-26,-81
53,47,30,5,11,-1,-37,19
-27,59,-32,2,-12,-8,7,-5
-10,97,7,-22,-12,-17,-13,66
51,22,-7,-17,-41,2,56,-36
-16,-42,18,55,19,6,-61,-49
3,17,7,-5,12,1,-8,2
4,64,38,40,38,16,12,12
-19,-114,-46,-15,2,6,30,9
-54,43,-26,-16,-44,-15,19,4
69,31,7,-50,-8,-7,-43,-36
11,-10,-2,-28,-61,-19,-8,50
