1,0,-14,-14,8,1,-1,1
-1,-3,-40,-7,-4,-1,1,-2
0,5,65,8,0,3,0,1
-3,-1,-3,-8,-7,-7,-2,-7
-4,-2,-77,-15,-1,0,-1,2
0,-3,5,4,1,3,3,0
2,4,16,-22,-8,-4,-7,-1
-4,-11,-35,1,-1,-5,-3,-2
6,6,92,3,-2,-1,-7,-4
-13,-1,-73,-8,-5,-11,-7,3
5,-5,-1,2,0,4,-5,-5
-1,2,19,20,8,4,5,1
0,-5,-16,-8,-2,-6,1,-2
1,-3,37,4,1,3,-1,0
-3,-1,-10,8,-2,-3,3,-2
0,-4,-27,-23,0,3,-4,3
-1,4,65,-14,-4,1,1,1
-6,-1,27,23,-4,-7,-3,-7
-3,-4,-63,22,2,-1,1,1
5,-1,-13,-66,-5,1,-3,-4
-12,-4,-45,-28,-3,-2,0,4
0,-1,57,16,-1,-3,-4,-3
-4,5,65,26,1,-2,0,-10
0,-5,-28,2,3,-9,-22,-4
-2,-2,-53,7,-5,1,-1,11
4,3,10,-4,4,6,22,-11
-8,-3,-15,-14,0,-4,-30,4
-15,-5,19,16,-7,-2,17,-12
12,11,44,12,2,-3,-6,10
-14,-3,8,22,-1,2,-2,4
-2,3,-4,-6,-4,-8,0,-6
-1,-7,-18,-24,-3,2,-3,0
-2,1,-36,-1,-1,-2,1,-4
4,10,16,20,-4,-4,-9,-3
2,-9,7,-7,6,2,8,0
-2,0,23,5,-3,1,0,4
-6,-10,19,22,-3,-3,5,-11
9,5,22,-17,1,3,-1,3
-3,-13,-66,-26,-1,2,2,1
2,3,7,-4,-3,-4,-1,2
1,-4,32,36,7,2,3,0
0,-1,4,0,-1,-1,-6,-2
-3,-2,29,-38,-13,-7,2,4
1,9,-4,43,1,-4,-4,-2
9,-3,47,2,-4,6,0,-8
-3,7,83,63,5,1,-3,9
-4,-11,-83,-41,-3,1,7,-5
10,6,67,-20,4,3,3,7
-13,-9,-88,-24,-3,-2,1,-9
-20,-9,-73,-43,2,1,-1,-2
-1,5,119,82,-8,-6,-3,-4
2,3,-21,-10,-3,-3,-4,-1
1,3,111,42,10,5,2,5
3,2,-30,-68,-6,-3,-1,-5
-8,-22,-84,-33,-10,-6,-2,-2
-9,4,-6,4,0,-7,-3,0
5,4,85,51,1,2,-4,4
-2,-13,-96,-38,-4,-2,28,-12
10,21,123,-3,6,9,1,2
3,-3,-8,41,-5,-1,-2,5
-9,-13,-62,-23,-11,-8,-5,-6
-4,-9,-55,6,-4,-7,-16,-3
7,12,11,4,-2,-3,1,-2
-6,-19,-124,-95,-2,2,5,-5
5,9,0,28,8,0,-5,6
-4,-11,-7,-10,-12,-3,-6,-2
-2,6,38,89,12,0,-1,-1
-3,-7,12,33,2,-6,-2,-4
-4,6,0,-15,2,2,-2,-6
-2,6,77,10,0,2,-1,9
10,-11,-128,-49,4,2,-3,2
