-12,-6,-66,-10,-2,0,0,-2
4,3,42,11,1,-1,2,-1
-34,-2,-58,-5,-1,0,0,-13
18,-4,51,-9,1,1,-1,4
33,4,-39,27,5,1,2,18
6,4,55,-8,-4,-3,-2,-1
-3,-1,-18,5,0,-1,-1,0
-35,-9,-20,-5,1,2,-2,-7
-28,4,32,17,0,1,0,0
2,-1,-1,0,3,3,1,-2
1,-9,-21,6,-10,-11,-8,-9
-11,0,53,-1,-3,-3,2,-2
2,9,8,-10,6,7,2,6
25,-15,-54,37,-4,-7,-4,-6
0,8,49,-20,1,3,1,-2
-8,-13,-44,-43,-9,-8,-6,-6
-2,2,36,26,2,-2,0,1
-9,2,41,63,10,7,0,10
1,7,-48,-33,-5,-2,1,-12
25,-6,-40,-15,-5,-3,-1,21
1,0,33,-7,-4,-5,-4,-7
-37,-6,-32,-14,-1,-1,-1,-8
-4,1,34,13,2,3,1,-11
8,-2,4,-12,0,3,1,21
-9,-14,-33,0,-4,-5,-3,-12
18,2,-45,-16,-5,-7,-2,4
-9,-2,25,18,-1,-1,-2,-5
-16,-1,1,4,-3,1,-1,-13
7,7,34,19,0,-4,-7,-4
-6,-10,-33,-27,-2,3,1,-3
2,-8,-67,9,-1,-3,-6,7
-7,0,1,-20,-3,-6,0,-7
3,-2,-4,-4,-2,3,3,-1
-7,10,40,17,7,1,-1,-9
12,6,53,-1,-3,-1,1,13
26,-8,-61,-14,-5,-3,-3,-6
-11,-9,-25,-25,-8,-4,-5,-8
-4,2,9,15,2,0,-1,3
20,-4,38,20,-1,1,3,7
-49,2,32,26,2,-1,2,-14
4,8,67,-1,-2,2,-3,1
6,-7,-98,-27,-6,-7,-5,5
6,2,-8,-12,-2,-2,1,1
1,1,37,19,3,-2,-2,2
-6,-9,32,18,0,-1,-2,-9
-10,3,49,-26,-1,4,9,10
-17,-13,-57,-9,-4,-6,-6,-16
8,5,-7,5,0,1,-1,-8
-1,1,-71,-8,-1,0,0,3
-6,6,40,-1,-3,-1,-4,4
10,-4,-60,-21,-8,-6,-4,3
-7,-2,44,1,2,3,5,1
5,-2,-13,37,2,-1,-4,-15
-5,-4,-22,-33,-7,-5,-5,-3
-4,2,42,7,6,4,-3,6
10,3,-48,-44,1,0,0,-9
5,7,14,-50,-7,-5,3,7
19,10,24,-28,-8,-4,-5,8
-15,-2,58,-1,4,-2,0,-6
1,-1,-57,-2,-4,2,0,4
2,4,13,19,6,6,4,-2
-19,-5,66,54,5,-1,-4,-5
31,-12,-82,-57,-24,-12,-13,-4
-5,1,53,27,2,-2,3,2
-9,-3,-38,-6,0,0,4,2
-33,-2,12,41,3,3,-4,-8
9,2,-75,-42,0,1,-3,-8
-20,-5,76,14,1,-2,11,-2
-5,-6,-20,-31,-15,-11,-5,-6
7,0,8,1,4,2,-2,-4
-14,8,67,37,6,4,6,1
5,1,-42,52,8,3,-10,4
-12,-3,16,-63,-6,0,-1,2
25,4,-40,-28,-4,1,5,-7
13,-3,10,20,-1,-3,-1,-3
-1,2,7,23,0,-2,-2,-2
-13,-4,-55,9,6,1,1,1
36,11,55,18,-1,-1,-10,-4
7,3,66,16,-2,0,-1,1
5,-10,5,-34,-3,-2,8,0
2,0,30,18,-4,0,-5,-2
-10,-5,-55,2,2,-5,-8,-5
-6,4,32,22,5,6,11,5
9,-3,-32,-42,-16,-7,-14,9
2,4,39,28,3,-2,0,-3
-5,-5,-27,-12,-4,-1,-2,-4
-7,-1,43,39,10,0,-3,4
-69,-11,37,-14,-1,-1,-2,-4
-1,-9,-65,-16,-7,1,3,-2
2,-1,13,-25,-5,-4,5,2
-4,4,29,49,14,6,5,1
-7,5,12,-45,-9,-1,-5,-6
21,10,23,41,3,-7,-8,2
-8,-23,9,-8,-6,-3,3,1
-21,2,-55,-42,-7,-1,2,-3
16,5,-1,50,10,8,-2,3
6,7,21,-46,-1,3,3,3
8,-4,77,61,1,-1,-9,-2
18,5,-8,8,-12,-8,8,14
7,-8,-21,-30,-2,-1,-1,-9
-4,0,76,29,-1,-3,-7,-2
-5,7,-10,45,13,2,4,-2
-42,-22,-61,-86,-10,-3,-15,-1
22,1,-58,24,-5,-2,8,2
2,0,-20,24,7,3,2,5
-8,-9,-19,-22,-9,-5,-5,-3
-6,2,-1,34,6,-1,9,-7
-1,-6,-19,-31,-12,-6,-7,6
-2,-3,21,25,0,-4,-4,-6
-2,1,-35,-67,-8,4,6,3
0,-2,13,8,2,1,-2,-6
-5,4,34,20,10,2,-3,-6
-9,-7,22,-30,-2,-1,0,15
3,5,10,36,0,1,15,-8
-5,-3,-50,-28,-6,-4,-8,-2
-5,-4,-30,-8,0,-3,0,-5
1,13,87,86,10,6,0,-4
-1,-30,-115,-125,-18,-8,2,11
19,3,103,-55,-26,-13,-5,-4
23,8,25,66,11,3,0,-10
7,-2,5,9,-5,-2,0,-4
-9,-4,-7,20,8,1,-7,-5
-6,-1,-40,25,5,1,-1,-5
-34,-6,-42,-1,-2,-4,-6,-2
5,2,-49,-56,-6,-1,4,-5
-6,-3,-14,24,2,0,-5,-5
-2,7,2,5,0,-3,-2,6
3,-1,17,-44,-2,0,0,4
7,-5,-41,-12,1,1,12,-3
12,3,53,44,0,1,-9,-8
26,6,101,38,6,-3,-1,1
-15,-15,-58,-51,-9,-2,11,-10
-7,-10,-5,-5,-6,-3,-6,2
5,10,27,5,4,0,-5,-1
-19,-8,-27,12,5,7,3,-7
7,10,19,-21,-8,-7,-8,-1
-21,-30,-73,-12,-6,-9,-6,-1
-3,11,72,22,0,2,4,0
-3,-1,-94,-30,-2,3,-5,1
-11,-10,-13,30,2,-6,-5,8
10,18,74,23,5,5,-1,-4
-13,0,-34,7,7,1,6,0
5,-5,-44,-4,-3,-3,-1,0
-13,11,35,-28,-7,0,1,-3
9,0,-70,-55,-5,-2,-1,-11
10,-8,-43,-50,-8,-1,14,4
7,11,72,54,9,1,-11,2
15,-2,-1,0,0,3,15,5
12,3,34,29,0,-2,-15,-6
-5,9,-39,-8,4,2,-5,2
-19,-23,-4,-35,-11,-6,-2,-8
23,1,-23,33,10,1,-2,18
-17,-3,-3,-20,-5,0,0,1
17,8,-15,22,-4,-2,0,3
-4,-6,40,49,3,-3,-4,-2
13,3,73,27,1,-2,-10,-2
-21,-1,8,28,8,3,5,3
19,-6,-21,-21,-8,-4,-2,0
-1,10,19,22,2,0,0,0
-18,-8,4,2,7,3,-4,-13
-3,-10,56,-10,-5,0,5,5
6,10,-3,25,-2,-3,-5,-3
-52,-12,-20,-45,-9,-7,-3,-18
12,-1,41,29,-4,2,4,-4
-32,-8,-34,-29,0,-6,-10,5
-17,-9,-14,-24,-2,-4,-12,-1
0,0,-33,-5,0,2,19,2
-5,10,35,5,1,1,-4,-1
-5,-16,-90,-8,-2,1,3,6
-5,-17,49,-4,-8,-12,-5,-14
17,8,33,22,2,2,-11,4
-2,9,72,-5,1,3,5,8
15,-5,-109,-31,0,-1,-5,-2
-12,1,30,-12,-1,2,5,1
17,6,-3,-23,-4,1,3,4
-1,1,11,89,13,5,2,-2
13,3,-33,-59,-20,-12,-4,4
17,2,-7,13,3,0,-1,0
-20,-9,40,8,9,-2,1,-4
9,2,-64,-41,-9,-6,-7,5
3,-2,49,35,4,6,6,-2
-45,10,-2,15,5,3,-2,3
7,6,-42,-35,-11,-6,-8,-6
8,-3,-50,-17,-3,3,15,-8
-11,-17,36,22,1,-5,-5,-9
4,12,44,32,1,1,2,-2
1,-11,7,38,8,3,-6,2
-2,-17,-7,-74,-13,-4,-12,-3
26,16,46,48,7,1,3,-1
-22,2,112,36,6,4,4,8
2,-16,-76,-87,-15,-8,-2,-7
-2,-1,11,-15,-4,-5,-3,2
-2,9,37,2,-2,0,0,3
5,-7,-11,-23,4,1,-3,9
11,15,81,61,3,0,2,-7
-3,-18,-41,-17,-8,-5,-5,-12
-20,7,17,-29,1,-3,-1,-8
-4,-2,-83,2,-4,0,6,4
-19,-9,28,-18,-6,-4,-9,0
4,3,-38,-41,-3,1,-2,3
-21,-3,-38,27,3,-3,-13,-18
18,-9,14,-27,-10,-2,-9,3
6,7,-2,37,7,5,25,15
-9,-2,-16,25,1,-3,-7,-12
1,4,29,5,-1,-1,1,-2
-11,-14,-14,-2,-2,-1,13,-4
-3,5,4,9,-2,4,-12,1
2,-2,-48,5,10,2,0,2
7,5,-26,-60,-6,-2,0,3
-5,-11,-21,46,2,-5,-5,-3
18,7,-57,-4,-3,-1,3,1
-10,-11,48,22,-1,-1,5,-4
25,27,33,14,-1,3,3,12
-3,-30,-108,-76,-11,-7,-6,-20
2,0,87,9,3,1,-4,-19
