-3,-2,2,1,-1,-1,-3,-1
0,-1,11,3,1,-3,-3,-1
0,-4,-44,-19,-3,-2,0,-1
-2,-1,-1,-2,-2,-4,-1,-2
-1,0,5,7,0,4,1,-2
-2,-2,-17,-9,2,-1,-2,-2
0,-3,-6,-5,-5,-3,0,0
-3,1,23,7,1,0,-2,-2
-1,-3,-6,-5,-4,-4,0,-3
-1,-3,5,11,0,-2,-1,0
-1,0,-1,-4,-4,-1,0,-1
2,-1,-3,-4,0,-2,-3,1
0,3,7,7,2,2,1,1
-4,-10,-42,-23,-9,-2,-3,-4
0,1,14,4,0,-3,-1,-1
0,-2,-28,-9,-1,1,-1,0
0,2,38,13,1,-6,-3,-1
-1,1,-1,-4,-6,-1,-3,-2
-2,-4,-11,2,3,3,-1,0
-2,-3,4,5,-3,-5,-1,-1
2,0,-4,-18,0,1,-1,-1
0,0,27,12,1,-2,1,0
-2,2,8,-5,-2,-2,-1,-3
-2,-2,5,6,0,0,0,-2
-1,-4,-16,3,0,-2,-1,-2
0,-1,-22,-13,-1,-1,0,-1
1,-1,2,13,2,2,1,0
-3,0,1,-9,-1,-3,-2,-1
1,-1,27,3,0,-1,0,0
-5,1,12,14,0,-2,-3,-5
0,1,8,9,1,-2,-2,-2
1,-1,13,-7,3,4,0,2
-4,-3,-78,-16,-5,-5,-1,-2
0,-3,51,2,1,3,0,1
-2,-2,-2,0,3,-1,-3,-1
-2,-2,-66,-3,-6,-4,-1,-3
0,0,52,23,-1,2,-1,-1
0,-1,-8,-14,-1,-5,1,-2
-2,2,11,6,-1,1,0,1
-3,-3,-28,-21,-1,3,1,0
1,1,27,26,3,1,-1,-1
-2,-1,-23,-13,-3,-2,-2,-3
-3,0,18,3,1,-5,-2,-3
-3,0,51,32,4,0,2,0
4,0,-54,-68,-9,-3,-1,0
-7,-3,60,15,3,1,3,0
-7,-5,33,37,-3,-2,-5,-8
-7,8,-57,-55,-13,-9,-3,-6
2,-5,-22,38,6,4,2,-1
1,8,42,-6,-3,-9,-5,-1
-5,-6,-28,19,0,4,2,-1
7,3,9,-32,-2,0,-2,-1
1,5,127,41,0,-3,1,0
15,-8,-128,-5,6,5,0,4
-15,-2,18,-37,-14,-17,-8,-6
0,-8,41,56,5,2,2,-2
-21,2,-73,-75,-6,1,3,-1
-1,-1,48,-19,-6,-1,2,2
10,5,86,22,8,5,2,3
-4,-6,-62,22,6,1,-1,1
9,1,43,43,1,-3,-4,-2
-2,7,-13,-95,-13,-7,-6,-5
-1,-6,-84,6,1,-2,-1,4
-7,-2,37,-34,-9,-4,-4,-9
1,-2,42,25,2,2,0,0
5,5,13,32,8,6,5,3
4,3,95,27,-1,2,-8,-3
-1,3,52,-23,1,-4,7,1
19,-5,-68,-11,-1,2,10,11
-4,-7,-47,71,11,8,1,-9
0,20,26,-52,-13,-9,1,-4
1,-16,-100,2,-4,-1,-10,-4
-14,-2,86,3,2,-2,-5,-2
-4,-8,6,43,0,0,-2,5
-1,-7,-47,-9,2,4,3,4
-3,4,-42,-38,-5,-4,-3,0
47,2,74,33,0,-2,-3,6
-7,-17,-69,-72,-13,-8,-8,-12
-4,-9,9,32,4,3,-1,-5
3,10,96,6,0,-1,1,8
-8,-5,-55,-7,-3,-3,-3,-4
0,0,6,-21,-8,-6,-4,0
6,7,60,25,-7,2,16,5
3,1,32,50,10,8,6,3
3,-9,-63,-19,5,11,4,5
-25,4,-51,47,1,-14,-29,-17
10,-27,-59,-80,-20,-12,-2,17
-14,12,29,-47,-54,-12,2,13
25,-10,5,92,92,28,11,-3
-3,0,59,-57,-13,-14,-29,3
4,9,-3,-35,6,12,12,-5
-3,-11,-21,-62,-21,-20,-4,-10
-13,8,42,-1,-8,7,3,2
-27,11,127,97,19,7,2,-15
24,-1,-27,20,9,0,-11,17
7,-4,-12,-44,-7,-6,-1,-5
-34,-16,-102,4,-20,-14,-5,-12
6,12,84,34,13,3,10,2
-23,-7,28,-1,-9,1,-4,-11
5,3,17,6,1,0,-7,8
-8,-5,-85,-60,-26,-14,-9,-11
0,0,27,-13,-3,1,7,1
-1,-5,37,28,-6,-1,-5,-3
9,-11,-54,13,23,4,-3,-7
-35,-19,-44,-13,-19,-10,1,1
34,10,-2,-26,-20,-4,9,13
-10,-4,-50,-40,6,4,5,4
-2,-1,117,106,29,14,-6,-12
-7,5,-24,-108,-24,-11,-25,1
0,-14,-31,-12,-10,-2,32,-2
1,5,-20,15,10,-3,-9,4
5,13,74,103,16,13,8,-1
-19,-11,-7,-97,-26,-7,-10,-12
-9,-2,9,59,-1,-9,-7,1
5,9,15,40,17,12,2,-10
-37,-6,50,-58,-14,-13,-16,-1
4,10,100,15,-3,13,39,1
9,10,31,16,1,5,7,6
-8,-5,74,-76,-25,-41,-29,-25
50,7,-42,27,1,7,-16,12
-1,7,-59,59,11,8,2,5
-3,-15,-46,22,0,-3,-5,0
-13,12,0,26,7,6,5,-2
-17,-20,-26,33,5,-4,-20,-15
8,-4,-15,15,4,-12,-3,7
11,6,8,59,23,25,7,5
-5,-17,-110,-9,-19,-14,-13,-9
-8,-2,3,-61,3,-5,-3,-6
6,20,42,-20,18,5,6,-1
-24,-45,5,-34,-22,-6,-11,-8
1,3,26,36,9,3,5,7
8,23,68,21,-8,2,19,9
-6,-16,-8,22,7,8,-3,-1
-5,28,82,62,11,-7,-3,1
-31,-21,-76,-71,-6,-7,-23,-7
-4,-32,-117,-17,-9,-6,19,5
19,32,30,77,13,12,11,-2
18,19,-29,-96,-24,-9,-2,10
0,-9,-52,65,6,1,10,-6
3,21,57,70,17,8,13,4
-3,-5,2,-28,-15,-1,8,0
19,17,42,58,28,24,14,10
-26,-31,58,0,-23,-15,-6,-10
3,3,50,7,1,-4,-6,-4
9,5,54,-29,-17,-12,-13,-5
-6,-9,-58,-5,6,4,5,1
15,23,64,15,11,6,4,4
-11,-13,-107,-6,1,-3,-9,-9
-6,8,112,78,-3,-5,-10,1
-18,-2,5,-92,-12,-10,-8,-7
11,11,55,24,0,0,-3,-6
-4,-14,-37,-18,-8,-13,2,-4
9,9,104,91,14,18,5,8
-10,-23,-84,-52,-4,-7,-7,-8
10,9,71,0,1,-1,-1,-2
3,3,-77,-33,-1,-1,-1,1
7,1,-40,53,12,3,-6,4
6,10,104,26,-6,-1,-2,1
-13,-29,-128,-44,-15,-4,-2,-4
7,8,73,11,16,1,-12,-3
-20,-11,-24,-89,-22,-13,-20,-22
-5,0,25,81,4,-2,12,0
17,22,95,15,-3,1,6,13
-9,3,89,34,-9,-2,0,-4
-7,-16,-2,-36,-5,-9,-9,-12
18,0,-37,9,6,3,-2,-4
-27,18,18,15,13,5,-2,-11
-7,-5,-2,-100,-30,-15,-6,-5
-5,-6,-41,-21,-11,-10,-4,1
-10,-26,-99,-71,-10,-4,-8,-4
5,-1,-58,-5,7,4,4,4
-2,-11,-14,-12,0,2,-1,-5
-2,-2,-10,-4,0,-9,1,1
-8,0,22,-12,-9,1,-10,-9
6,-11,-19,-11,7,4,0,1
-10,-12,-96,-55,-7,-9,-9,-7
